DATETIME,lower_position,upper_position,reference_price,reference_contract
2024-06-19 07:44:44,-12.930975784437361,-11.250918083314478,11000.0,20240900.0
2024-06-20 05:13:24,-12.759980057539698,-11.090475424189771,10620.0,20240900.0
2024-06-21 05:31:08,-12.759980057539691,-11.090475424189764,10620.0,20240900.0
2024-06-24 06:51:46,-12.011766809014095,-10.450434674270593,11014.0,20240900.0
2024-06-25 07:05:23,-12.321299193201732,-10.728809246272135,10932.0,20240900.0
2024-06-26 07:07:14,-12.315856012205865,-10.702398903735267,11057.0,20240900.0
2024-06-27 07:02:25,-12.679486348770064,-11.034492489665213,11008.0,20240900.0
2024-06-28 06:41:12,-12.990008985296303,-11.313682203011602,10996.0,20240900.0
2024-07-01 06:21:55,-13.113242326981377,-11.405943745191953,10999.0,20240900.0
